PERIODO;ID PROVINCIA;PROVINCIA;ID MUNICIPIO;MUNICIPIO;TOTAL DE TRAMITES
2018-09-01;86;SANTIAGO DEL ESTERO;860133;TINTINA;227
2018-09-01;90;TUCUMAN;900014;SAN MIGUEL DE TUCUMAN;5974
2018-10-01;06;BUENOS AIRES;060588;NUEVE DE JULIO;436
2018-10-01;06;BUENOS AIRES;060014;ADOLFO GONZALEZ CHAVES;15
2018-10-01;06;BUENOS AIRES;060028;ALMIRANTE BROWN;2783
2018-10-01;06;BUENOS AIRES;060035;AVELLANEDA;4719
2018-10-01;06;BUENOS AIRES;060091;BERAZATEGUI;2331
2018-10-01;06;BUENOS AIRES;060134;CAÑUELAS;1418
2018-10-01;06;BUENOS AIRES;060189;CORONEL DORREGO;33
2018-10-01;06;BUENOS AIRES;060196;CORONEL PRINGLES;283
2018-10-01;06;BUENOS AIRES;060203;CORONEL SUAREZ;202
2018-10-01;06;BUENOS AIRES;060245;ENSENADA;998
2018-10-01;06;BUENOS AIRES;060252;ESCOBAR;3910
2018-10-01;06;BUENOS AIRES;060260;ESTEBAN ECHEVERRIA;3161
2018-10-01;06;BUENOS AIRES;060270;EZEIZA;2694
2018-10-01;06;BUENOS AIRES;060274;FLORENCIO VARELA;1139
2018-10-01;06;BUENOS AIRES;060280;GENERAL ALVARADO;1188
2018-10-01;06;BUENOS AIRES;060357;GENERAL PUEYRREDON;6258
2018-10-01;06;BUENOS AIRES;060364;GENERAL RODRIGUEZ;2274
2018-10-01;06;BUENOS AIRES;060371;GENERAL SAN MARTIN;4982
2018-10-01;06;BUENOS AIRES;060385;GENERAL VIAMONTE;221
2018-10-01;06;BUENOS AIRES;060412;JOSE C PAZ;5688
2018-10-01;06;BUENOS AIRES;060427;LA MATANZA;60289
2018-10-01;06;BUENOS AIRES;060441;LA PLATA;7413
2018-10-01;06;BUENOS AIRES;060434;LANUS;6377
2018-10-01;06;BUENOS AIRES;060490;LOMAS DE ZAMORA;3858
2018-10-01;06;BUENOS AIRES;060515;MALVINAS ARGENTINAS;3613
2018-10-01;06;BUENOS AIRES;060539;MERLO;13697
2018-10-01;06;BUENOS AIRES;060560;MORENO;13983
2018-10-01;06;BUENOS AIRES;060568;MORON;5733
2018-10-01;06;BUENOS AIRES;060595;OLAVARRIA;2439
2018-10-01;06;BUENOS AIRES;060638;PILAR;3405
2018-10-01;06;BUENOS AIRES;060658;QUILMES;8910
2018-10-01;06;BUENOS AIRES;060756;SAN ISIDRO;2838
2018-10-01;06;BUENOS AIRES;060760;SAN MIGUEL;5430
2018-10-01;06;BUENOS AIRES;060805;TIGRE;4330
2018-10-01;06;BUENOS AIRES;060819;TORNQUIST;613
2018-10-01;06;BUENOS AIRES;060833;TRES ARROYOS;248
2018-10-01;06;BUENOS AIRES;060840;TRES DE FEBRERO;1485
2018-10-01;06;BUENOS AIRES;060861;VICENTE LOPEZ;4735
2018-10-01;06;BUENOS AIRES;060882;ZARATE;367
2018-10-01;02;CABA;S/D;CABA;35327
2018-10-01;10;CATAMARCA;100049;ANDALGALA;403
2018-10-01;10;CATAMARCA;100063;BELEN;963
2018-10-01;10;CATAMARCA;100126;CAPAYAN;239
2018-10-01;10;CATAMARCA;100224;FIAMBALA;179
2018-10-01;10;CATAMARCA;100147;EL ALTO;90
2018-10-01;10;CATAMARCA;100133;HUAILLAPIMA;411
2018-10-01;10;CATAMARCA;100077;HUALFIN;335
2018-10-01;10;CATAMARCA;100182;PACLIN;194
2018-10-01;10;CATAMARCA;100084;LONDRES;158
2018-10-01;10;CATAMARCA;100224;FIAMBALA;130
2018-10-01;10;CATAMARCA;100189;POMAN;118
2018-10-01;10;CATAMARCA;100091;POZO DE PIEDRA;155
2018-10-01;10;CATAMARCA;100175;RECREO;1140
2018-10-01;10;CATAMARCA;100238;VALLE VIEJO;390
2018-10-01;10;CATAMARCA;100154;TAPSO;181
2018-10-01;10;CATAMARCA;100231;TINOGASTA;137
2018-10-01;22;CHACO;220210;AVIA TERAI;1677
2018-10-01;22;CHACO;220476;MACHAGAI;1302
2018-10-01;22;CHACO;220077;PRESIDENTE ROQUE SAENZ PEÑA;2955
2018-10-01;14;CORDOBA;140077;CORDOBA;3107
2018-10-01;18;CORRIENTES;180014;BERON DE ESTRADA;125
2018-10-01;18;CORRIENTES;180112;CAA CATI;368
2018-10-01;18;CORRIENTES;180056;TATACUA;221
2018-10-01;18;CORRIENTES;180042;CONCEPCION;237
2018-10-01;18;CORRIENTES;180021;CORRIENTES;1216
2018-10-01;18;CORRIENTES;180077;EMPEDRADO;363
2018-10-01;18;CORRIENTES;180084;ESQUINA;360
2018-10-01;18;CORRIENTES;180147;ITA IBATE;280
2018-10-01;18;CORRIENTES;180385;LORETO;227
2018-10-01;18;CORRIENTES;180070;PERUGORRIA;156
2018-10-01;18;CORRIENTES;180392;SAN MIGUEL;355
2018-10-01;18;CORRIENTES;180420;SAN ROQUE;211
2018-10-01;18;CORRIENTES;180049;TABAY;380
2018-10-01;30;ENTRE RIOS;300042;CONCORDIA;697
2018-10-01;38;JUJUY;380014;ABRA PAMPA;154
2018-10-01;38;JUJUY;386175;HUACALERA;48
2018-10-01;38;JUJUY;380105;HUMAHUACA;259
2018-10-01;38;JUJUY;380406;LA QUIACA;807
2018-10-01;38;JUJUY;386182;MAIMARA;129
2018-10-01;38;JUJUY;380154;PALPALA;919
2018-10-01;38;JUJUY;380035;SAN SALVADOR DE JUJUY;2293
2018-10-01;38;JUJUY;380329;TILCARA;259
2018-10-01;46;LA RIOJA;460007;ARAUCO;773
2018-10-01;46;LA RIOJA;460112;ROSARIO VERA PEÑALOZA;1227
2018-10-01;46;LA RIOJA;460042;CHILECITO;805
2018-10-01;46;LA RIOJA;460028;CORONEL FELIPE VARELA;339
2018-10-01;46;LA RIOJA;460014;LA RIOJA;1931
2018-10-01;46;LA RIOJA;460028;CORONEL FELIPE VARELA;650
2018-10-01;50;MENDOZA;500007;MENDOZA;1569
2018-10-01;54;MISIONES;540154;ELDORADO;2418
2018-10-01;54;MISIONES;540343;MONTECARLO;549
2018-10-01;54;MISIONES;540119;POSADAS;1000
2018-10-01;54;MISIONES;540259;CERRO AZUL;789
2018-10-01;54;MISIONES;540497;SAN JAVIER;134
2018-10-01;66;SALTA;660147;AGUARAY;1551
2018-10-01;66;SALTA;660364;CAMPO QUIJANO;288
2018-10-01;66;SALTA;660105;CAMPO SANTO;141
2018-10-01;66;SALTA;660077;CERRILLOS;887
2018-10-01;66;SALTA;660112;EL BORDO;162
2018-10-01;66;SALTA;660154;SALVADOR MAZZA;1700
2018-10-01;66;SALTA;660063;SALTA;2732
2018-10-01;66;SALTA;660161;TARTAGAL;2111
2018-10-01;66;SALTA;660070;SAN LORENZO;1793
2018-10-01;86;SANTIAGO DEL ESTERO;860084;AÑATUYA;895
2018-10-01;86;SANTIAGO DEL ESTERO;866294;ARRAGA;282
2018-10-01;86;SANTIAGO DEL ESTERO;866259;CHILCA JULIANA;238
2018-10-01;86;SANTIAGO DEL ESTERO;866259;CHILCA JULIANA;63
2018-10-01;86;SANTIAGO DEL ESTERO;866063;ESTACION EL SIMBOLAR;98
2018-10-01;86;SANTIAGO DEL ESTERO;860182;FERNANDEZ;874
2018-10-01;86;SANTIAGO DEL ESTERO;860077;FRIAS;1065
2018-10-01;86;SANTIAGO DEL ESTERO;860042;LA BANDA;1873
2018-10-01;86;SANTIAGO DEL ESTERO;866133;LA CAÑADA;393
2018-10-01;86;SANTIAGO DEL ESTERO;866147;LAVALLE;280
2018-10-01;86;SANTIAGO DEL ESTERO;860119;LORETO;641
2018-10-01;86;SANTIAGO DEL ESTERO;860196;LOS TELARES;141
2018-10-01;86;SANTIAGO DEL ESTERO;860154;SUMAMPA;81
2018-10-01;86;SANTIAGO DEL ESTERO;860112;SUNCHO CORRAL;106
2018-10-01;86;SANTIAGO DEL ESTERO;860161;TERMAS DE RIO HONDO;2413
2018-10-01;90;TUCUMAN;900014;SAN MIGUEL DE TUCUMAN;7715
2018-11-01;06;BUENOS AIRES;060028;ALMIRANTE BROWN;4759
2018-11-01;06;BUENOS AIRES;060077;ARRECIFES;307
2018-11-01;06;BUENOS AIRES;060035;AVELLANEDA;2401
2018-11-01;06;BUENOS AIRES;060063;BALCARCE;284
2018-11-01;06;BUENOS AIRES;060091;BERAZATEGUI;1295
2018-11-01;06;BUENOS AIRES;060098;BERISSO;3556
2018-11-01;06;BUENOS AIRES;060126;CAMPANA;786
2018-11-01;06;BUENOS AIRES;060252;ESCOBAR;1779
2018-11-01;06;BUENOS AIRES;060266;EXALTACION DE LA CRUZ;168
2018-11-01;06;BUENOS AIRES;060270;EZEIZA;2963
2018-11-01;06;BUENOS AIRES;060274;FLORENCIO VARELA;148
2018-11-01;06;BUENOS AIRES;060322;GENERAL LAMADRID;342
2018-11-01;06;BUENOS AIRES;060357;GENERAL PUEYRREDON;2909
2018-11-01;06;BUENOS AIRES;060371;GENERAL SAN MARTIN;2608
2018-11-01;06;BUENOS AIRES;060410;ITUZAINGO;323
2018-11-01;06;BUENOS AIRES;060412;JOSE C PAZ;4834
2018-11-01;06;BUENOS AIRES;060427;LA MATANZA;34357
2018-11-01;06;BUENOS AIRES;060441;LA PLATA;4653
2018-11-01;06;BUENOS AIRES;060434;LANUS;4093
2018-11-01;06;BUENOS AIRES;060448;LAPRIDA;2441
2018-11-01;06;BUENOS AIRES;060490;LOMAS DE ZAMORA;6138
2018-11-01;06;BUENOS AIRES;060515;MALVINAS ARGENTINAS;3520
2018-11-01;06;BUENOS AIRES;060539;MERLO;5499
2018-11-01;06;BUENOS AIRES;060560;MORENO;5859
2018-11-01;06;BUENOS AIRES;060568;MORON;1453
2018-11-01;06;BUENOS AIRES;060595;OLAVARRIA;909
2018-11-01;06;BUENOS AIRES;060638;PILAR;4390
2018-11-01;06;BUENOS AIRES;060658;QUILMES;7973
2018-11-01;06;BUENOS AIRES;060760;SAN MIGUEL;2494
2018-11-01;06;BUENOS AIRES;060805;TIGRE;2534
2018-11-01;06;BUENOS AIRES;060882;ZARATE;994
2018-11-01;02;CABA;S/D;CABA;31254
2018-11-01;10;CATAMARCA;100203;SAN JOSE;773
2018-11-01;10;CATAMARCA;100210;SANTA MARIA;556
2018-11-01;22;CHACO;220042;ISLA DEL CERRITO;133
2018-11-01;22;CHACO;S/D;ISLA SOTO;16
2018-11-01;22;CHACO;220056;LAS PALMAS;213
2018-11-01;22;CHACO;220189;MIRAFLORES;602
2018-11-01;22;CHACO;220169;MISION NUEVA POMPEYA;1197
2018-11-01;22;CHACO;220063;PUERTO BERMEJO;276
2018-11-01;14;CORDOBA;140077;CORDOBA;1388
2018-11-01;18;CORRIENTES;180098;ALVEAR;84
2018-11-01;18;CORRIENTES;180021;CORRIENTES;1682
2018-11-01;18;CORRIENTES;180371;LA CRUZ;99
2018-11-01;18;CORRIENTES;180203;LAVALLE;236
2018-11-01;18;CORRIENTES;180070;PERUGORRIA;197
2018-11-01;18;CORRIENTES;180028;RIACHUELO;373
2018-11-01;18;CORRIENTES;180308;SALADAS;424
2018-11-01;18;CORRIENTES;180035;COLONIA SANTA ROSA;254
2018-11-01;18;CORRIENTES;180378;YAPEYU;64
2018-11-01;30;ENTRE RIOS;300413;BASAVILBASO;248
2018-11-01;30;ENTRE RIOS;300427;CONCEPCION DEL URUGUAY;719
2018-11-01;30;ENTRE RIOS;300406;ROSARIO DEL TALA;221
2018-11-01;34;FORMOSA;S/D;COLONIA CANO;25
2018-11-01;38;JUJUY;380035;SAN SALVADOR DE JUJUY;1580
2018-11-01;42;LA PAMPA;420336;SANTA ROSA;504
2018-11-01;54;MISIONES;540042;CAMPO GRANDE;724
2018-11-01;54;MISIONES;540357;CAMPO RAMON;280
2018-11-01;54;MISIONES;540364;CAMPO VIERA;172
2018-11-01;54;MISIONES;540231;COLONIA WANDA;355
2018-11-01;54;MISIONES;540182;ANDRESITO;342
2018-11-01;54;MISIONES;540196;EL SOBERBIO;355
2018-11-01;54;MISIONES;540308;GARUHAPE;155
2018-11-01;54;MISIONES;540434;GENERAL URQUIZA;37
2018-11-01;54;MISIONES;540119;POSADAS;1048
2018-11-01;54;MISIONES;540210;PUERTO ESPERANZA;797
2018-11-01;54;MISIONES;540322;PUERTO RICO;481
2018-11-01;54;MISIONES;540329;RUIZ DE MONTOYA;284
2018-11-01;54;MISIONES;540098;SANTA ANA;313
2018-11-01;54;MISIONES;540469;SANTO PIPO;248
2018-11-01;62;RIO NEGRO;620014;VIEDMA;176
2018-11-01;66;SALTA;660007;APOLINARIO SARAVIA;997
2018-11-01;66;SALTA;660056;CAFAYATE;588
2018-11-01;66;SALTA;660091;CHICOANA;305
2018-11-01;66;SALTA;660133;EMBARCACION;151
2018-11-01;66;SALTA;660147;GENERAL ENRIQUE MOSCONI;1049
2018-11-01;66;SALTA;660133;EMBARCACION;84
2018-11-01;66;SALTA;660336;RIVADAVIA BANDA SUR;57
2018-11-01;66;SALTA;660329;RIVADAVIA BANDA NORTE;106
2018-11-01;66;SALTA;660336;RIVADAVIA BANDA SUR;120
2018-11-01;66;SALTA;660343;SANTA VICTORIA ESTE;737
2018-11-01;78;SANTA CRUZ;0780049;RIO GALLEGOS;966
2018-11-01;82;SANTA FE;0820210;ROSARIO;607
2018-11-01;82;SANTA FE;0820147;SANTA FE;1617
2018-11-01;86;SANTIAGO DEL ESTERO;0860049;BANDERA;219
2018-11-01;86;SANTIAGO DEL ESTERO;0860175;BELTRAN;359
2018-11-01;86;SANTIAGO DEL ESTERO;0860091;LOS JURIES;199
2018-11-01;86;SANTIAGO DEL ESTERO;0860126;QUIMILI;238
2018-11-01;86;SANTIAGO DEL ESTERO;0866196;WEISBURD;316
2018-11-01;90;TUCUMAN;0900014;SAN MIGUEL DE TUCUMAN;5221
2018-12-01;06;BUENOS AIRES;060028;ALMIRANTE BROWN;3419
2018-12-01;06;BUENOS AIRES;060035;AVELLANEDA;949
2018-12-01;06;BUENOS AIRES;060126;CAMPANA;686
2018-12-01;06;BUENOS AIRES;060245;ENSENADA;207
2018-12-01;06;BUENOS AIRES;060252;ESCOBAR;893
2018-12-01;06;BUENOS AIRES;060270;EZEIZA;1942
2018-12-01;06;BUENOS AIRES;060274;FLORENCIO VARELA;242
2018-12-01;06;BUENOS AIRES;060336;GENERAL LAVALLE;82
2018-12-01;06;BUENOS AIRES;060357;GENERAL PUEYRREDON;2133
2018-12-01;06;BUENOS AIRES;060371;GENERAL SAN MARTIN;798
2018-12-01;06;BUENOS AIRES;060412;JOSE C PAZ;5318
2018-12-01;06;BUENOS AIRES;060427;LA MATANZA;22436
2018-12-01;06;BUENOS AIRES;060441;LA PLATA;3439
2018-12-01;06;BUENOS AIRES;060434;LANUS;1793
2018-12-01;06;BUENOS AIRES;060455;LAS FLORES;2449
2018-12-01;06;BUENOS AIRES;060490;LOMAS DE ZAMORA;2923
2018-12-01;06;BUENOS AIRES;060511;MAIPU;348
2018-12-01;06;BUENOS AIRES;060515;MALVINAS ARGENTINAS;2729
2018-12-01;06;BUENOS AIRES;060518;MAR CHIQUITA;99
2018-12-01;06;BUENOS AIRES;060539;MERLO;703
2018-12-01;06;BUENOS AIRES;060560;MORENO;2290
2018-12-01;06;BUENOS AIRES;060568;MORON;3777
2018-12-01;06;BUENOS AIRES;060602;CARMEN DE PATAGONES;156
2018-12-01;06;BUENOS AIRES;060638;PILAR;562
2018-12-01;06;BUENOS AIRES;060658;QUILMES;2329
2018-12-01;06;BUENOS AIRES;060749;SAN FERNANDO;2088
2018-12-01;06;BUENOS AIRES;060760;SAN MIGUEL;731
2018-12-01;06;BUENOS AIRES;060778;SAN VICENTE;476
2018-12-01;06;BUENOS AIRES;060805;TIGRE;3464
2018-12-01;02;CABA;S/D;CABA;24310
2018-12-01;22;CHACO;220140;LA ESCONDIDA;554
2018-12-01;22;CHACO;220154;LA VERDE;774
2018-12-01;22;CHACO;220406;PUERTO VILELAS;1114
2018-12-01;18;CORRIENTES;180014;BERON DE ESTRADA;125
2018-12-01;18;CORRIENTES;180112;CAA CATI;347
2018-12-01;18;CORRIENTES;180042;CONCEPCION;80
2018-12-01;18;CORRIENTES;180021;CORRIENTES;2017
2018-12-01;18;CORRIENTES;180147;ITA IBATE;144
2018-12-01;18;CORRIENTES;180385;LORETO;120
2018-12-01;18;CORRIENTES;180392;SAN MIGUEL;205
2018-12-01;18;CORRIENTES;180049;TABAY;180
2018-12-01;30;ENTRE RIOS;300042;CONCORDIA;785
2018-12-01;30;ENTRE RIOS;300245;LA PAZ;369
2018-12-01;30;ENTRE RIOS;300259;SANTA ELENA;399
2018-12-01;38;JUJUY;380014;ABRA PAMPA;568
2018-12-01;38;JUJUY;380406;LA QUIACA;473
2018-12-01;38;JUJUY;380035;SAN SALVADOR DE JUJUY;1302
2018-12-01;54;MISIONES;540175;BERNARDO DE IRIGOYEN;228
2018-12-01;54;MISIONES;540504;COLONIA PARAISO;117
2018-12-01;54;MISIONES;540231;COLONIA WANDA;186
2018-12-01;54;MISIONES;540182;ANDRESITO;619
2018-12-01;54;MISIONES;540189;SAN ANTONIO;62
2018-12-01;54;MISIONES;540504;SAN PEDRO;388
2018-12-01;58;NEUQUEN;580056;NEUQUEN;1026
2018-12-01;62;RIO NEGRO;620014;VIEDMA;44
2018-12-01;66;SALTA;660091;CHICOANA;216
2018-12-01;66;SALTA;660028;JOAQUIN V. GONZALEZ;866
2018-12-01;66;SALTA;660084;LA MERCED;234
2018-12-01;66;SALTA;660238;LA VIÑA;169
2018-12-01;66;SALTA;660280;RIO PIEDRAS;57
2018-12-01;66;SALTA;660014;EL QUEBRACHAL;123
2018-12-01;82;SANTA FE;820203;PEREZ;151
2018-12-01;82;SANTA FE;820112;RECONQUISTA;496
2018-12-01;82;SANTA FE;820154;SANTO TOME;549
2018-12-01;82;SANTA FE;820056;VILLA CONSTITUCION;319
2018-12-01;82;SANTA FE;820217;VILLA GOBERNADOR GALVEZ;1033
2018-12-01;90;TUCUMAN;900014;SAN MIGUEL DE TUCUMAN;5024
